Food class level 1,Metrics,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels
,Country,Finland,Finland,France,France,Germany,Germany,Italy,Italy,Netherlands,Netherlands,Sweden,Sweden,United Kingdom,United Kingdom
,Food (FoodEx2 description),Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram
,"Cauliflowers, PROCESS Cooking in water",20.4,461.83,30.2,209.924,28,237.237,30.2,209.924,28.5,306.943,27,,28.5,203.29
,"Cauliflowers, PROCESS Steaming",20.4,461.83,30.2,209.995,28,356.457,30.2,209.995,28.5,307.024,27,,28.5,203.371
,Celeriacs,0.7,594.308,41.8,474.744,42,549.862,41.8,504.031,42,582.135,0.7,594.308,42,587.02
,"Celeriacs, PROCESS Baking",45,604.132,45,604.132,45,604.132,45,604.132,45,604.132,45,604.132,45,604.132
,"Celeriacs, PROCESS Cooking in water",43,301.302,41,345.01,43,301.302,41,345.01,43,585.78,43,301.302,43,431.51
,"Celeriacs, PROCESS Steaming",43.03,680.018,43.4,279.31,43.03,530.829,43.4,279.31,46,586.31,43.03,680.018,46,431.719
,Celeries,0.4,248.734,30.7,346.167,32,470.475,32,375.168,29,454.04,1,425.984,32,388.21
,"Celeries, PROCESS Cooking in water",35,326.243,33,372.894,35,326.243,35,383.108,35,446,35,326.243,35,300.61
,"Celeries, PROCESS Steaming",0,476.549,1,372.912,0,476.549,3,383.126,3,446.3,0,476.549,3,300.61
,Celery leaves,2.7,937.04,2.7,410.61,2.7,410.61,2.7,410.61,2.7,838.08,2.7,937.04,2.7,838.08
,"Celtuce, PROCESS Steaming",0.558,337.013,0.558,337.013,0.558,337.013,0.558,337.013,0.558,337.013,0.558,337.013,0.558,337.013
,Ceps,11.1,336.25,11,436.662,11,436.662,11,423.099,11,436.662,11.1,336.25,11,436.662
,"Ceps, PROCESS Baking",0,531.216,0,531.216,0,531.216,0,531.216,0,531.216,0,531.216,0,531.216
,"Ceps, PROCESS Cooking in water",17,513.2934,16.9,286.74,16.9,286.74,16.9,286.74,16.9,286.74,17,513.2934,16.9,286.74
,"Ceps, PROCESS Steaming",17,516.7304,16.9,520.331,16.9,520.331,16.9,520.331,16.9,520.331,17,516.7304,16.9,520.331
,Chanterelles,18,435.04,0,415.3,0,415.3,0,435.5,0,606.68,18,435.04,0,606.68
,"Chanterelles, PROCESS Baking",0,509.703,0,509.703,0,509.703,0,509.703,0,517.667,0,509.703,0,517.667
,"Chanterelles, PROCESS Cooking in water",0,262.102,0,262.102,0,262.102,0,262.102,0,605.654,0,262.102,0,605.654
,"Chanterelles, PROCESS Steaming",0,573.051,0,573.051,0,573.051,0,573.051,0,610.063,0,573.051,0,610.063
,Chards,0.3,652.023,0.3,605.207,0.3,605.207,0,335.85,0.3,448.654,255.3,652.023,0.3,563.314
,"Chards, PROCESS Baking",0,482.337,0,623.031,0,623.031,0,621.622,0,482.337,255,482.337,0,623.031
,"Chards, PROCESS Cooking in water",0.9,417.785,0.9,677.847,0.9,417.785,0.9,670.964,0.9,448.892,255.9,417.785,0.9,732.727
,"Chards, PROCESS Steaming",0.9,482.337,0.9,677.984,0.9,589.158,0.9,671.101,0.9,447.617,255.9,482.337,0.9,732.856
,Chervil,1.2,1069.647,1.2,1069.644,1.2,1069.647,1.2,1069.644,1.2,1069.644,1.2,1069.647,1.2,1069.644
,Chickpea sprouts,7,345.17,7,345.17,7,345.17,7,345.17,7,345.17,7,345.17,7,345.17
,Chili peppers,,,5,358.11,5,358.11,5,293.87,5,523.62,,,5,360.7
,"Chili peppers, PROCESS Baking",5,506.933,5,435.708,5,435.708,5,435.708,5,506.933,5,506.933,5,435.708
,"Chili peppers, PROCESS Cooking in water",5,321.062,5,321.062,5,321.062,5,321.062,5,321.062,5,321.062,5,321.062
,Chinese cabbages and similar-,80.2,248.551,80,227.191,80,227.191,80,227.191,80,433.27,80.2,248.551,80,319.893
,"Chinese cabbages and similar-, PROCESS Baking",91.1,589.531,2.1,589.531,2.1,589.531,2.1,589.531,2.1,589.531,2.1,589.531,2.1,589.531
,"Chinese cabbages and similar-, PROCESS Cooking in water",89,160.883,89,160.883,89,160.883,89,160.883,89,432.997,89,160.883,89,432.997
,"Chinese cabbages and similar-, PROCESS Steaming",0,432.99,0,432.99,0,432.99,0,432.99,0,432.99,0,432.99,0,432.99
,Chives,0.3,149.67,380.1,424.782,380.5,688.076,380,400.64,380.1,713.031,0.5,365.187,380.1,400.539
,Chives and similar-,380.1,688.076,380.1,424.782,380.1,688.076,380,400.64,380.1,713.031,380.1,688.076,380.1,400.539
,Common bean sprouts,5,452.323,5,452.323,5,452.323,5,452.323,5,452.323,5,452.323,5,452.323
,Common mushrooms,11.1,481.52,17.44,456.162,23,552.318,21.54,447.567,14,566.41,3,522.82,23,423.02
,"Common mushrooms, PROCESS Baking",17,677.058,17,677.058,17,677.058,17,421.373,17,677.058,17,677.058,17,677.058
,"Common mushrooms, PROCESS Cooking in water",29.2,581.7836,18,214.933,23,373.647,18,214.933,23,563.583,29.2,581.7836,23,332.143
,"Common mushrooms, PROCESS Frying",12,475.06,12,475.06,12,475.06,12,475.06,13,533.377,12,475.06,12,475.06
,"Common mushrooms, PROCESS Steaming",30.2,581.7836,19,217.15,24,671.823,19,217.15,24,565.8,30.2,581.7836,24,334.36
,Common nettle,0.3,1452.323,0,1416.423,0,1416.423,0,1364.083,0,1416.423,0.1,54.953,0,1416.423
,Courgettes,3.2,443.83,0.6,281.691,1,252.132,1,280.183,3.3,277.06,3,320.58,1,454.427
,Courgettes and similar-,3.2,444.397,0.6,281.771,1,252.132,0.6,379.457,3.3,277.427,3.2,444.407,1,454.427
,"Courgettes and similar-, PROCESS Baking",3.57,281.183,0,277.39,0,277.39,0,277.39,4.2,281.183,3.57,281.183,0,277.39
,"Courgettes and similar-, PROCESS Cooking in water",,0.02,12,167.719,12,167.762,12,167.762,12,364.922,,0.02,12,283.907
,"Courgettes and similar-, PROCESS Frying",,0.02,1,624.88,1,624.88,1,624.88,1,624.88,,0.02,1,624.88
,"Courgettes and similar-, PROCESS Steaming",3.57,0.02,1,242.967,1,243.03,1,243.03,5.2,365.019,3.57,0.02,1,284.004
,"Courgettes, PROCESS Baking",3.57,179.473,0.6,350.146,0,277.39,1,368.366,4.2,179.473,3.57,179.473,0,277.39
,"Courgettes, PROCESS Cooking in water",3.57,,1,167.762,1,167.762,1,167.762,5.2,364.922,3.57,,1,283.907
,"Courgettes, PROCESS Frying",1,624.88,1,624.88,1,624.88,1,624.88,1,624.88,1,624.88,1,624.88
,"Courgettes, PROCESS Steaming",3.57,,1,243.03,1,243.03,1,243.03,5.2,365.019,3.57,,1,284.004
,Cresses,0.3,299.74,0.1,849.187,0.1,849.187,0,760.367,560,882.63,0,786.49,0,219.907
,Cucumbers,15.2,319.01,13.1,192.869,13,203.81,13.1,186.401,13,252.214,0,188.82,13,215.86
,Curly kales,0.3,423.356,819,788.753,819,788.753,819,788.753,819,700.737,2.3,784.213,819,682.427
,"Curly kales, PROCESS Cooking in water",721,466.529,721,466.529,721,466.529,721,466.529,721,433.159,721,466.529,721,362.929
,"Curly kales, PROCESS Frying",2,612.89,2,612.89,2,612.89,2,612.89,2,612.89,2,612.89,2,612.89
,"Curly kales, PROCESS Steaming",721,466.529,721,466.529,721,466.529,721,466.529,721,433.159,721,466.529,721,362.929
,Curry leaves,0,1107,0,1107,0,1107,0,1107,0,1107,0,1107,0,1107
,Dandelions,0.5,781.397,0.5,617.313,0.5,781.397,0.5,850.323,0.5,339.718,0.5,781.397,0.5,339.718
,Dill leaves,0.3,569.127,2,1003.357,2,1003.357,2,1003.357,2,1230.197,0.5,1232.917,2,1230.197
,Dried mushrooms,274,5610.841,274,5610.841,274,5610.841,164,3559.618,274,5121.511,274,5610.841,274,5121.511
,"Dried mushrooms, PROCESS Cooking in water",15,505.841,15,505.841,15,505.841,15,505.841,15,505.841,15,505.841,15,505.841
,"Dried mushrooms, PROCESS Steaming",15,505.841,15,505.841,15,505.841,15,505.841,15,505.841,15,505.841,15,505.841
,Dried vegetables,,,164,2248.367,164,2248.367,164,2248.367,164,2248.367,,,164,2248.367
,Dulse,0,5156.812,0,136.562,0,136.562,0,136.562,0,136.562,0,136.562,0,136.562
,"Dulse, PROCESS Cooking in water",0,284.655,0,284.655,0,284.655,0,284.655,0,284.655,0,284.655,0,284.655
,"Dulse, PROCESS Steaming",0,284.655,0,284.655,0,284.655,0,284.655,0,284.655,0,284.655,0,284.655
,Escaroles,1,449.687,1,351.745,1,351.745,1,518.3,232,357.057,1,449.687,1,357.057
,Escaroles and similar-,1,238.896,0.2,249.91,1,351.745,0.2,515.855,232,357.05,1,238.896,1,505.283
,"Escaroles and similar-, PROCESS Baking",2.2,328.076,2.2,328.076,2.2,328.076,2.2,328.076,2.2,328.076,2.2,328.076,2.2,328.076
,"Escaroles and similar-, PROCESS Cooking in water",0,259.321,0,259.321,0,259.321,0,259.321,0,259.321,0,259.321,0,259.321
,"Escaroles and similar-, PROCESS Steaming",0,259.321,2.2,328.076,0,259.321,2.2,328.076,0,259.321,0,259.321,0,259.321
,Fennel leaves,790.1,930.803,0.7,516.771,0.1,707.58,0.7,516.771,790.1,930.803,790.1,930.803,0.1,500.483
,Florence fennels,,0.06,0.7,515.852,0,496.812,0.9,496.184,4.1,525.81,1,529.34,0,499.75
,"Florence fennels, PROCESS Baking",1,546.946,1,343.292,1,546.876,0.9,357.042,5.9,343.302,1,547.073,5.9,546.903
,"Florence fennels, PROCESS Cooking in water",0,319.772,1,343.195,0,319.702,1,343.215,4.9,524.595,0,319.902,4.9,349.395
,"Florence fennels, PROCESS Steaming",0,477.868,1,343.244,0,477.798,1,343.264,4.9,524.644,0,477.999,4.9,349.444
,Garden cress sprouts,0,218.54,0,218.54,0,218.54,0,218.54,0,218.54,0,218.54,0,218.54
,"Garden cress sprouts, PROCESS Steaming",0,563.748,0,563.748,0,563.748,0,563.748,0,563.748,0,563.748,0,563.748
,Garden sorrel,0.1,72.407,0.9,604.359,0,435.442,0.9,604.359,0.9,214.359,0.1,52.407,0,435.442
,Garlic and similar-,0.5,805.1,5.1,724.505,2,742.296,5.1,704.81,2,820.62,0.5,805.1,2,839.843
,"Garlic and similar-, PROCESS Baking",0.5,266.959,0.5,791.374,0.5,791.374,0.5,791.374,0.5,266.959,0.5,266.959,0.5,791.374
,"Garlic and similar-, PROCESS Cooking in water",0,498.471,0,498.471,0,498.471,0,498.471,0,498.471,0,498.471,0,498.471
,"Garlic and similar-, PROCESS Steaming",0,707.904,0,707.904,0,707.904,0,707.904,0,707.904,0,707.904,0,707.904
,Garlic puree,2,498.471,2,498.471,2,498.471,2,498.471,2,421.125,2,498.471,2,421.125
,Gherkins,13.58,353.61,13.58,203.877,13.58,203.877,13,153.457,13,104.514,13.58,353.61,13,299.31
,Globe artichokes,,0.07,0.2,488.39,1,566.166,0.2,578.039,1,561.903,,0.06,1,464.42
,"Globe artichokes, PROCESS Cooking in water",1,451.428,0.07,541.864,1,402.559,0.07,541.889,0.07,443.921,1,451.408,0.07,443.921
,"Globe artichokes, PROCESS Steaming",0.07,587.414,0.07,541.864,0.07,402.559,0.07,541.889,0.07,587.354,0.07,587.354,0.07,443.921
,Grape leaves,109,521.505,109,831.354,109,831.354,109,831.354,109,831.354,109,521.505,109,831.354
,"Grape leaves, PROCESS Cooking in water",121,701.205,121,701.205,121,701.205,121,701.205,121,701.205,121,701.205,121,701.205
,"Grape leaves, PROCESS Steaming",121,701.205,121,701.205,121,701.205,121,701.205,121,701.205,121,701.205,121,701.205
,Head cabbages,70.5,417.72,61.3,336.527,61,364.464,61.3,366.639,61,373.38,45,371.7,61,373.36
,Head cabbages and similar-,70.5,417.72,61,328.936,61,364.464,61,334.353,61,373.36,45.5,417.72,61,373.36
,"Head cabbages and similar-, PROCESS Baking",69.293,323.009,64.793,402.37,64.793,402.37,64.793,402.37,64.793,323.009,47.293,323.009,64.793,402.37
,"Head cabbages and similar-, PROCESS Cooking in water",69,,65.1,284.68,66.5,226.828,65.1,284.68,66.5,183.28,47,,66.5,183.28
,"Head cabbages and similar-, PROCESS Frying",1.7,439.7023,1.7,439.7023,1.7,439.7023,1.7,439.7023,1.7,439.7023,1.7,439.7023,1.7,439.7023
,"Head cabbages and similar-, PROCESS Steaming",,,0.6,284.719,2,183.28,0.6,284.719,2,183.28,,,2,183.28
,"Head cabbages, PROCESS Baking",71.1,589.491,66.6,403.283,66.6,403.283,66.6,403.283,66.6,589.491,49.1,589.491,66.6,403.283
,"Head cabbages, PROCESS Cooking in water",69,0.05,64.9,200.498,66.5,226.828,64.9,373.53,66.5,183.28,49,226.828,66.5,183.28
,"Head cabbages, PROCESS Frying",1.7,439.7123,,,,,,,1.7,439.7023,,,,
,"Head cabbages, PROCESS Steaming",,0.05,0.4,200.517,2,183.28,0.4,373.549,2,183.28,,,2,183.28
,Hijiki,0,425.35,0,425.35,0,425.35,0,425.35,0,425.35,0,425.35,0,425.35
,"Hijiki, PROCESS Cooking in water",0,253.667,0,253.667,0,253.667,0,253.667,0,253.667,0,253.667,0,253.667
,"Hijiki, PROCESS Steaming",0,253.667,0,253.667,0,253.667,0,253.667,0,253.667,0,253.667,0,253.667
,Honey mushroom,0,573.409,0,573.409,0,573.409,0,561.803,0,573.409,0,573.409,0,573.409
,"Honey mushroom, PROCESS Cooking in water",0,518.76,0,518.76,0,518.76,0,518.76,0,518.76,0,518.76,0,518.76
,"Honey mushroom, PROCESS Steaming",0,518.76,0,518.76,0,518.76,0,518.76,0,518.76,0,518.76,0,518.76
,Horseradish roots,0.2,985.53,0.2,610.62,0,857.63,0.2,610.62,0,811.06,0.2,985.53,0,811.06
,"Horseradish roots, PROCESS Cooking in water",0,734.007,0,734.007,0,734.007,0,734.007,0,734.007,0,734.007,0,734.007
,"Horseradish roots, PROCESS Steaming",0.2,822.02,0.2,734.007,0.2,734.007,0.2,734.007,0.2,822.02,0.2,822.02,0.2,734.007
,Jerusalem artichokes,0.4,684.76,0.4,592.36,0.4,592.36,0.4,592.36,0.4,592.36,0.4,684.76,0.4,592.36
,"Jerusalem artichokes, PROCESS Baking",0,724.91,0.7,543.868,0,536.004,0.7,543.868,0,724.91,0,724.91,0,536.004
,"Jerusalem artichokes, PROCESS Cooking in water",0.7,494.724,0.7,543.848,0.7,494.724,0.7,543.848,0.7,496.615,0.7,494.724,0.7,496.615
,"Jerusalem artichokes, PROCESS Steaming",0.7,494.724,0.7,543.848,0.7,494.724,0.7,543.848,0.7,496.615,0.7,494.724,0.7,496.615
,Kales and similar-,817.3,423.356,819,788.753,819,788.753,819,788.753,819,700.737,817.3,423.136,819,682.427
,"Kales and similar-, PROCESS Baking",0,440.466,0,440.466,0,440.466,0,440.466,0,440.466,0,440.466,0,440.466
,"Kales and similar-, PROCESS Cooking in water",721,466.529,721,466.529,721,466.529,721,466.529,721,433.159,721,466.529,721,362.929
,"Kales and similar-, PROCESS Steaming",721,466.529,721,466.529,721,466.529,721,466.529,721,433.159,721,466.529,721,362.929
,Kohlrabies,0.4,420.006,8,477.333,8,477.333,8,477.333,8,696.57,0.5,442.156,8,417.79
,"Kohlrabies, PROCESS Baking",8.5,266.959,8.5,524.651,8.5,524.651,8.5,524.651,8.5,266.959,8.5,266.959,8.5,524.651
,"Kohlrabies, PROCESS Cooking in water",,,8,306.599,8,306.599,8,306.599,8,695.86,,,8,298.95
,"Kohlrabies, PROCESS Steaming",,,1,297.91,1,297.91,1,297.91,1,695.02,,,1,297.93
,Lamb's lettuces,,,0.9,531.46,0.9,522.128,0.9,531.46,0.9,531.46,,,0.9,522.128
,Land cresses,0,849.187,0,849.187,0,849.187,0,849.187,0,472.62,0,849.187,0,472.62
,Laurel,310.9,668.983,0.9,260.357,0.9,260.357,,1479.42,310.9,668.983,310.9,668.983,0.9,130.484
,Laver,0,492.562,0,492.562,0,492.562,0,492.562,0,492.562,0,492.562,0,492.562
,"Laver, PROCESS Cooking in water",0,284.655,0,284.655,0,284.655,0,284.655,0,284.655,0,284.655,0,284.655
,"Laver, PROCESS Steaming",0,284.655,0,284.655,0,284.655,0,284.655,0,284.655,0,284.655,0,284.655
,Leeks,54.4,419.667,47.6,362.184,48,408.977,47.6,411.842,48,315.191,0.5,290.637,48,334.66
,"Leeks, PROCESS Baking",52.8,448.332,52.8,67.902,52.8,448.28,52.8,67.902,52.8,67.896,52.8,448.262,52.8,448.222
,"Leeks, PROCESS Cooking in water",,0.13,47.8,154.682,48,282.665,47.8,154.682,47,296.876,48,282.665,48,206.39
,"Leeks, PROCESS Steaming",,0.13,49.8,67.802,49.371,396.955,49.8,67.802,49,296.909,49.371,432.699,50,206.39
,Lentil sprouts,5,227.18,5,227.18,5,227.18,5,227.18,5,227.18,5,227.18,5,227.18
,"Lentil sprouts, PROCESS Steaming",33,298.95,33,298.95,33,298.95,33,298.95,33,298.95,33,298.95,33,298.95
,"Lentils, fresh",127,1471.131,127,1471.131,127,1471.131,127,1471.131,127,1495.72,127,1471.131,127,1495.72
,"Lentils, fresh, PROCESS Baking",15.1,334.531,15.1,334.531,15.1,334.531,15.1,334.531,15.1,334.531,15.1,334.531,15.1,334.531
,"Lentils, fresh, PROCESS Cooking in water",8,464.417,10.8,532.42,8,464.357,10.8,532.42,8,881.19,8,464.377,8,503.657
,"Lentils, fresh, PROCESS Steaming",8,464.417,10.8,532.42,8,464.357,10.8,532.42,8,881.19,8,464.377,8,503.657
,Lettuces (generic),115.2,482.21,129.2,228.853,130,361.35,129.2,327.595,129,404.687,,,130,284.16
,Lovage leaves,0,636.467,0,636.467,0,636.467,0,636.467,0,636.467,0,636.467,0,636.467
,Mashed vegetable puree,0.1,264.76,0.6,326.589,0,1270.53,0.6,326.589,0,1334.767,0.1,264.76,0,1270.53
,Melons and similar-,0.3,246,1.2,271.628,5,359.575,1.2,381.708,0.3,246.75,0.3,246,1,229.43
,Mints,0.5,593.253,0.5,799.383,0.5,593.253,0.5,630.163,0.5,593.253,0.5,593.253,0.5,593.253
,Morels,14.1,435.653,1,587.073,1,587.073,1,587.073,1,296.533,14.1,435.653,1,296.533
,"Morels, PROCESS Baking",6.47,475.053,6.47,539.42,6.47,539.42,6.47,539.42,6.47,475.053,6.47,475.053,6.47,539.42
,"Morels, PROCESS Cooking in water",0,539.42,0,539.42,0,539.42,0,539.42,0,539.42,0,539.42,0,539.42
,"Morels, PROCESS Steaming",0,706.16,0,706.16,0,706.16,0,706.16,0,706.16,0,706.16,0,706.16
,Mung bean sprouts,1,241.067,5.6,271.205,6,247.417,5.6,271.205,6,187.02,1,241.067,6,163.43
,"Mung bean sprouts, PROCESS Cooking in water",1,119.52,0.5,141.002,1,119.52,0.5,141.002,1,168.52,1,119.52,1,119.52
,"Mung bean sprouts, PROCESS Steaming",1,119.52,0.5,141.002,1,119.52,0.5,141.002,1,168.52,1,119.52,1,119.52
,Mushy peas,0.9,184.643,0.9,306.757,0.9,306.757,0.9,306.757,0.9,184.643,0.9,184.643,0.9,310.061
,Nasturtium flowers and leaves,250,559.948,250,559.948,250,559.948,250,559.948,250,559.948,250,559.948,250,559.948
,Okra,5.243,362.033,5.243,379.544,5.243,379.544,5.243,379.544,6,496.647,5.243,362.033,6,623.83
,"Okra, PROCESS Cooking in water",6,357.39,6,357.39,6,357.39,6,357.39,6,543.904,6,357.39,6,543.904
,"Okra, PROCESS Steaming",6,357.39,6,357.39,6,357.39,6,357.39,6,543.904,6,357.39,6,543.904
,Onions,1.2,305.74,0.57,250.23,2,228.245,1.22,210.883,1.4,257.428,0,266.717,2,221.2
,Onions and similar-,1.5,305.74,1.22,250.23,2,228.245,1,201.91,2,257.428,1.5,305.74,2,221.2
,"Onions and similar-, PROCESS Baking",4,251.789,1.3,209.855,4,251.789,1.3,209.855,4,621.221,4,251.789,4,621.221
,"Onions and similar-, PROCESS Cooking in water",,,1,153.126,1,153.126,1,153.126,1,231.348,,,1,129.432
,"Onions and similar-, PROCESS Frying",0.6,314.8314,2,471.73,2,471.73,2,471.73,1,285.048,0.6,314.8314,2,471.73
,"Onions and similar-, PROCESS Steaming",,,0,129.62,0,129.62,0,129.62,0,129.62,,,0,129.62
,"Onions, PROCESS Baking",3.13,595.776,0.7,209.855,1.6,251.389,1.3,209.855,1.1,408.081,2.3,595.776,4,621.221
,"Onions, PROCESS Cooking in water",0.83,0.02,0.4,153.126,1,153.126,1,153.126,0.5,231.348,1,153.112,1,129.432
,"Onions, PROCESS Frying",0.6,314.8314,2,471.73,2,471.73,2,471.73,1,285.048,,0,2,471.73
,"Onions, PROCESS Steaming",,0.02,0,129.62,0,129.62,0,129.62,0,129.62,0,129.61,0,129.62
,Palm hearts,0,519.24,0,519.24,0,519.24,0,519.24,0,519.24,0,519.24,0,519.24
,"Palm hearts, PROCESS Cooking in water",0.7,477.125,0.7,314.99,0.7,477.125,0.7,314.99,0.7,314.99,0.7,477.125,0.7,477.125
,"Palm hearts, PROCESS Steaming",33,299.144,0,477.142,0,477.142,0,477.142,33,299.144,33,299.144,0,477.142
,Parsley,192.8,1030.453,548.48,1091.813,549,1132.57,548.48,1012.505,549,805.843,0.5,1157.413,549,1060.343
,Parsley roots,0.1,736.477,0.1,526.813,0.1,526.813,0.1,526.813,0.1,526.813,0.1,736.477,0.1,526.813
,Parsnip roots,0.4,759.74,1.6,259.281,1.1,682.073,1.6,259.281,1.1,318.68,0,686.39,3,591.8
,"Parsnip roots, PROCESS Baking",0.3,305.347,0.3,305.347,0.3,305.347,0.3,305.347,0.3,305.347,0.3,305.347,0.3,305.347
,"Parsnip roots, PROCESS Cooking in water",1.4,775.3429,1.3,305.764,1.3,533.715,1.3,305.764,1.3,502.21,1.4,775.3429,1.3,502.21
,"Parsnip roots, PROCESS Frying",0.3,305.347,0.3,305.347,0.3,305.347,0.3,305.347,0.3,305.347,0.3,305.347,0.3,305.347
,"Parsnip roots, PROCESS Steaming",1.4,775.3429,1.3,305.764,1.3,533.715,1.3,305.764,1.3,502.21,1.4,775.3429,1.3,502.21
,Pearl oyster mushrooms,1.3,436.125,3.1,359.278,3.1,359.278,3.1,388.948,3,422.093,1.3,436.125,3,422.093
,"Pearl oyster mushrooms, PROCESS Baking",2.2,214.316,2.2,214.316,2.2,214.316,2.2,214.316,2.2,214.316,2.2,214.316,2.2,214.316
,"Pearl oyster mushrooms, PROCESS Cooking in water",0.1,239.064,0.1,239.064,0.1,239.064,0.1,239.064,0.1,239.064,0.1,239.064,0.1,239.064
,"Pearl oyster mushrooms, PROCESS Steaming",0.1,326.063,0.1,326.063,0.1,326.063,0.1,326.063,0.1,326.063,0.1,326.063,0.1,326.063
,Peas (with pods) and similar-,28.4,436.924,0.4,321.047,0.4,436.924,0.4,321.047,0.4,287.907,0.4,436.924,0.4,287.957
,"Peas (with pods) and similar-, PROCESS Cooking in water",28,293.731,0,293.738,0,293.731,0,293.731,0,236.608,0,293.731,0,236.638
,"Peas (with pods) and similar-, PROCESS Frying",28,0.15,0.2,411.405,0.2,411.425,0.2,411.425,0.2,411.385,,0.15,0.2,411.445
,"Peas (with pods) and similar-, PROCESS Steaming",28,420.435,0,420.416,0,420.435,0,420.435,0,237.04,0,420.435,0,237.07
,Peas shoots and sprouts,7,345.387,7,345.387,7,345.387,7,345.387,7,345.387,7,345.387,7,345.387
,Pickled / marinated vegetables,0.1,209.761,7,241.564,7,241.564,7,131.449,7,104.379,0.1,209.761,7,104.379
,Pumpkins,5,300.71,5,381.052,5,381.052,5,375.09,5,190.65,5,300.71,5,190.61
,"Pumpkins, PROCESS Baking",6.2,418.368,6.2,273.086,6.2,418.368,6.2,273.086,6.2,273.086,6.2,418.368,6.2,418.368
,"Pumpkins, PROCESS Cooking in water",5.2,122.321,5.2,289.17,5.2,122.321,5.2,289.17,5.2,130.868,5.2,122.321,5.2,130.828
,"Pumpkins, PROCESS Steaming",5.2,344.101,5.2,272.99,5.2,344.101,5.2,272.99,5.2,131.35,5.2,344.101,5.2,131.31
,Purslanes,0.1,46.27,381.9,674.355,381,676.79,381.9,674.355,381.9,1067.29,0.1,46.27,381.9,1067.29
,Purslanes and similar-,381.9,676.79,381.9,674.355,381.9,676.79,381.9,674.355,381.9,1067.29,381.9,676.79,381.9,1067.29
,Radish sprouts,0,430.61,0,430.61,0,258.59,0,430.61,0,430.61,0,430.61,0,430.61
,"Radish sprouts, PROCESS Cooking in water",0,239.67,0,239.67,0,239.67,0,239.67,0,239.67,0,239.67,0,239.67
,"Radish sprouts, PROCESS Steaming",0,282.678,0,282.678,0,282.678,0,282.678,0,282.678,0,282.678,0,282.678
,Radishes and similar-,0.3,591.763,0.4,311.458,2,547.722,0.4,318.409,0,317.853,0.1,369.043,2,285.44
,"Radishes and similar-, PROCESS Cooking in water",0,458.548,0,458.548,0,458.548,0,458.548,0,458.548,0,458.548,0,458.548
,"Radishes and similar-, PROCESS Steaming",0,539.954,0,458.765,0,458.765,0,458.765,0,539.954,0,539.954,0,458.765
,Red mustard leaves,560.1,655.828,566,383.155,560.1,655.828,566,383.155,566,383.155,560.1,655.828,566,383.155
,Rhubarbs,0.2,422.11,11,387.226,11,387.226,11,387.226,11,385.337,0.5,450.347,11,414.15
,"Rhubarbs, PROCESS Cooking in water",13,344.399,13,344.399,13,344.399,13,344.399,13,273.537,13,344.399,13,291.007
,"Rhubarbs, PROCESS Steaming",13,470.699,13,344.399,13,344.399,13,344.399,13,273.537,13,470.699,13,291.007
,Roman rocket,0.3,631.9,250.3,631.44,250.3,631.44,250.3,860.14,250.3,830.516,0.3,631.9,250.3,830.516
,Roman rocket and similar-,250,631.44,250,631.44,250,631.44,250,860.14,250,830.516,250,631.44,250,830.516
,Rosemary,4,421.889,4,421.889,4,421.889,4,715.567,4,743.939,4,421.889,4,743.939
,Sage,3,529.885,3,529.885,3,529.885,3,1098.873,3,1190.814,3,529.885,3,1190.814
,Salsifies,0.4,477.18,0,476.685,0,476.685,0,476.685,0,523.35,0.4,477.18,0,416.7
,"Salsifies, PROCESS Cooking in water",0,360.518,0.6,335.86,0,360.518,0.6,335.86,0,529.4,0,360.518,0,289.433
,"Salsifies, PROCESS Steaming",0,393.068,0.6,406.035,0,360.518,0.6,406.035,0,529.93,0,393.068,0,289.433
,Sauerkraut,1.3,391.6241,25.2,394.99,25.2,394.99,25.2,394.99,3,312.257,1.3,391.6241,,
,"Sauerkraut, PROCESS Baking",28,434.068,28,434.068,28,434.068,28,434.068,28,434.068,28,434.068,28,434.068
,"Sauerkraut, PROCESS Cooking in water",0,345.053,30.2,374.326,31,267.67,30.2,374.326,31,223.23,0,345.053,31,265.25
,"Sauerkraut, PROCESS Steaming",31,267.87,30.2,374.326,31,267.87,30.2,374.326,31,223.48,31,267.87,31,265.25
,Shallots,1,438.36,1.2,335.095,1,438.36,0,256.91,1,258.011,1,438.36,1,260.96
,"Shallots, PROCESS Baking",8.2,262.883,8.2,262.883,8.2,262.883,8.2,262.883,8.2,262.883,8.2,262.883,8.2,262.883
,"Shallots, PROCESS Cooking in water",0,230.936,0,230.936,0,230.936,0,230.936,0,230.936,0,230.936,0,230.936
,"Shallots, PROCESS Frying",1,284.548,1,284.548,1,284.548,1,284.548,1,284.548,1,284.548,1,284.548
,Shiitake,0.4,314.394,0.3,169.664,0.3,169.664,0.3,169.664,0.3,169.664,0.4,314.394,0.3,169.664
,"Shiitake, PROCESS Baking",0,168.21,0,168.21,0,168.21,0,168.21,0,168.21,0,168.21,0,168.21
